day,ts,K,S,price,TTE,iv,moneyness
0,115000,5300,5221.5,40.0,7.885,0.012317864418029786,0.014922103620609854
0,115000,5400,5221.5,16.5,7.885,0.012417041587829589,0.03361423663276238
0,115000,5500,5221.5,6.5,7.885,0.012859524345397949,0.0519633753009589
0,115000,6000,5221.5,0.5,7.885,0.019313669395446778,0.13897475229058878
0,115000,6500,5221.5,0.5,7.885,0.028880451774597166,0.2190174599641251
0,120000,5000,5222.0,231.5,7.88,0.012577250862121582,-0.043442557842836724
0,120000,5100,5222.0,149.0,7.88,0.012493331718444823,-0.023639930546656966
0,120000,5200,5222.0,83.5,7.88,0.012333122444152833,-0.004221844689555452
0,120000,5300,5222.0,41.0,7.88,0.012478073692321776,0.014826350281138963
0,120000,5400,5222.0,16.5,7.88,0.012394154548645021,0.03351848329329156
0,120000,5500,5222.0,6.5,7.88,0.012844266319274902,0.051867621961488135
0,120000,6000,5222.0,0.5,7.88,0.019306040382385255,0.1388789989511179
0,120000,6500,5222.0,0.5,7.88,0.028880451774597166,0.21892170662465432
0,125000,4500,5233.5,734.0,7.875,0.021137003517150876,-0.15100287353652733
0,125000,5000,5233.5,242.0,7.875,0.01263828296661377,-0.045642357878701044
0,125000,5100,5233.5,158.0,7.875,0.012539105796813964,-0.025839730582521335
0,125000,5200,5233.5,90.0,7.875,0.012333122444152833,-0.006421644725419757
0,125000,5300,5233.5,45.0,7.875,0.012470444679260253,0.012626550245274717
0,125000,5400,5233.5,18.5,7.875,0.012378896522521974,0.03131868325742726
0,125000,5500,5233.5,7.5,7.875,0.012867153358459473,0.049667821925623794
0,125000,6000,5233.5,0.5,7.875,0.01903902492523193,0.13667919891525354
0,125000,6500,5233.5,0.5,7.875,0.028628694343566893,0.21672190658878995
0,130000,4500,5240.5,741.0,7.87,0.02130484180450439,-0.15233951685182093
0,130000,5000,5240.5,248.0,7.87,0.012500960731506347,-0.04697900119399465
0,130000,5100,5240.5,164.0,7.87,0.012668799018859865,-0.02717637389781485
0,130000,5200,5240.5,94.5,7.87,0.012401783561706544,-0.0077582880407132924
0,130000,5300,5240.5,47.0,7.87,0.012363638496398927,0.01128990692998116
0,130000,5400,5240.5,20.0,7.87,0.012417041587829589,0.029982039942133686
0,130000,5500,5240.5,8.0,7.87,0.012821379280090332,0.0483311786103302
0,130000,6000,5240.5,0.5,7.87,0.01887881565093994,0.13534255559996006
0,130000,6500,5240.5,0.5,7.87,0.028476114082336426,0.21538526327349639
0,135000,5000,5240.5,248.0,7.865,0.012500960731506347,-0.04697900119399465
0,135000,5100,5240.5,163.5,7.865,0.012561992835998535,-0.02717637389781485
0,135000,5200,5240.5,93.5,7.865,0.012233945274353026,-0.0077582880407132924
0,135000,5300,5240.5,47.0,7.865,0.01237126750946045,0.01128990692998116
0,135000,5400,5240.5,20.0,7.865,0.012424670600891113,0.029982039942133686
0,135000,5500,5240.5,8.0,7.865,0.012821379280090332,0.0483311786103302
0,135000,6000,5240.5,0.5,7.865,0.018886444664001464,0.13534255559996006
0,135000,6500,5240.5,0.5,7.865,0.028483743095397945,0.21538526327349639
0,140000,5000,5227.5,236.0,7.86,0.012424670600891113,-0.04449523988655127
0,140000,5100,5227.5,153.0,7.86,0.012462815666198728,-0.02469261259037152
0,140000,5200,5227.5,86.0,7.86,0.012249203300476073,-0.005274526733269907
0,140000,5300,5227.5,42.0,7.86,0.012325493431091308,0.013773668237424604
0,140000,5400,5227.5,17.5,7.86,0.012417041587829589,0.03246580124957708
0,140000,5500,5227.5,6.5,7.86,0.01266117000579834,0.05081493991777375
0,140000,6000,5227.5,0.5,7.86,0.019199234199523928,0.13782631690740335
0,140000,6500,5227.5,0.5,7.86,0.02878890361785888,0.21786902458093982
0,145000,5000,5227.5,236.0,7.855,0.012424670600891113,-0.04449523988655127
0,145000,5100,5227.5,153.0,7.855,0.012470444679260253,-0.02469261259037152
0,145000,5200,5227.5,86.0,7.855,0.012249203300476073,-0.005274526733269907
0,145000,5300,5227.5,42.0,7.855,0.012333122444152833,0.013773668237424604
0,145000,5400,5227.5,17.5,7.855,0.012424670600891113,0.03246580124957708
0,145000,5500,5227.5,6.5,7.855,0.01266117000579834,0.05081493991777375
0,145000,6000,5227.5,0.5,7.855,0.019206863212585447,0.13782631690740335
0,145000,6500,5227.5,0.5,7.855,0.02880416164398193,0.21786902458093982
0,150000,5000,5228.5,237.0,7.85,0.012470444679260253,-0.04468651762240607
0,150000,5100,5228.5,154.0,7.85,0.012523847770690917,-0.02488389032622631
0,150000,5200,5228.5,86.5,7.85,0.01224157428741455,-0.005465804469124676
0,150000,5300,5228.5,43.0,7.85,0.012455186653137206,0.013582390501569851
0,150000,5400,5228.5,17.5,7.85,0.012378896522521974,0.03227452351372234
0,150000,5500,5228.5,6.5,7.85,0.012630653953552246,0.05062366218191882
0,150000,6000,5228.5,0.5,7.85,0.0191916051864624,0.1376350391715485
0,150000,6500,5228.5,0.5,7.85,0.02878890361785888,0.21767774684508506
0,155000,5000,5241.5,249.0,7.845,0.012554363822937011,-0.04716980447638987
0,155000,5100,5241.5,164.0,7.845,0.01250858974456787,-0.02736717718021024
0,155000,5200,5241.5,93.5,7.845,0.012142397117614747,-0.007949091323108625
0,155000,5300,5241.5,47.5,7.845,0.012401783561706544,0.011099103647585885
0,155000,5400,5241.5,20.0,7.845,0.012394154548645021,0.029791236659738464
0,155000,5500,5241.5,8.0,7.845,0.012798492240905762,0.048140375327935025
0,155000,6000,5241.5,0.5,7.845,0.018886444664001464,0.1351517523175647
0,155000,6500,5241.5,0.5,7.845,0.028499001121520994,0.2151944599911011
0,160000,4000,5250.0,1250.5,7.84,0.03605172405242919,-0.2719337154836418
0,160000,5000,5250.0,257.0,7.84,0.012653540992736818,-0.048790164169432056
0,160000,5100,5250.0,171.5,7.84,0.012691686058044434,-0.028987536873252298
0,160000,5200,5250.0,99.5,7.84,0.012294977378845214,-0.009569451016150672
0,160000,5300,5250.0,51.0,7.84,0.01243992862701416,0.009478743954543739
0,160000,5400,5250.0,21.5,7.84,0.012333122444152833,0.028170876966696224
0,160000,5500,5250.0,8.5,7.84,0.012684057044982912,0.04652001563489291
0,160000,6000,5250.0,0.5,7.84,0.018688090324401857,0.13353139262452257
0,160000,6500,5250.0,0.5,7.84,0.028308275794982907,0.2135741002980591
0,165000,5000,5250.5,257.0,7.835,0.012447557640075683,-0.048885397729810647
0,165000,5100,5250.5,171.5,7.835,0.012600137901306152,-0.029082770433630944
0,165000,5200,5250.5,99.5,7.835,0.01224157428741455,-0.009664684576529373
0,165000,5300,5250.5,51.0,7.835,0.012409412574768066,0.009383510394165096
0,165000,5400,5250.5,21.5,7.835,0.012310235404968261,0.028075643406317744
0,165000,5500,5250.5,8.5,7.835,0.012668799018859865,0.04642478207451416
0,165000,6000,5250.5,0.5,7.835,0.01868046131134033,0.13343615906414397
0,165000,6500,5250.5,0.5,7.835,0.028308275794982907,0.21347886673768046
0,170000,4500,5254.5,755.0,7.83,0.021693921470642086,-0.15500745554724013
0,170000,5000,5254.5,261.0,7.83,0.01259250888824463,-0.049646939889413766
0,170000,5100,5254.5,175.0,7.83,0.012676428031921387,-0.029844312593234064
0,170000,5200,5254.5,102.5,7.83,0.012340751457214355,-0.01042622673613249
0,170000,5300,5254.5,53.0,7.83,0.012478073692321776,0.008621968234562087
0,170000,5400,5254.5,22.5,7.83,0.01234838047027588,0.027314101246714625
0,170000,5500,5254.5,9.0,7.83,0.012706944084167482,0.04566323991491115
0,170000,6000,5254.5,0.5,7.83,0.018588913154602052,0.13267461690454085
0,170000,6500,5254.5,0.5,7.83,0.028224356651306147,0.21271732457807724
0,175000,4500,5243.5,744.0,7.825,0.021442164039611817,-0.15291181751604863
0,175000,5000,5243.5,251.0,7.825,0.012645911979675293,-0.047551301858222414
0,175000,5100,5243.5,166.0,7.825,0.012623024940490724,-0.02774867456204269
0,175000,5200,5243.5,95.5,7.825,0.012294977378845214,-0.008330588704941098
0,175000,5300,5243.5,48.5,7.825,0.012462815666198728,0.010717606265753389
0,175000,5400,5243.5,20.0,7.825,0.012310235404968261,0.029409739277905945
0,175000,5500,5243.5,8.0,7.825,0.0127450891494751,0.047758877946102486
0,175000,6000,5243.5,0.5,7.825,0.01885592861175537,0.1347702549357323
0,175000,6500,5243.5,0.5,7.825,0.02849137210845947,0.21481296260926874
0,180000,5000,5238.5,246.0,7.82,0.012462815666198728,-0.046597285376782205
0,180000,5100,5238.5,162.0,7.82,0.012607766914367676,-0.02679465808060244
0,180000,5200,5238.5,92.0,7.82,0.012211058235168456,-0.00737657222350092
0,180000,5300,5238.5,46.0,7.82,0.012356009483337402,0.011671622747193501
0,180000,5400,5238.5,19.0,7.82,0.012310235404968261,0.03036375575934621
0,180000,5500,5238.5,7.5,7.82,0.012729831123352053,0.04871289442754269
0,180000,6000,5238.5,0.5,7.82,0.018985621833801265,0.1357242714171724
0,180000,6500,5238.5,0.5,7.82,0.028613436317443848,0.21576697909070894
0,185000,5000,5235.5,244.0,7.815,0.01276797618865967,-0.04602443831127929
0,185000,5100,5235.5,160.0,7.815,0.012691686058044434,-0.02622181101509957
0,185000,5200,5235.5,90.5,7.815,0.01226446132659912,-0.006803725157998089
0,185000,5300,5235.5,45.0,7.815,0.012386525535583497,0.012244469812696512
0,185000,5400,5235.5,18.5,7.815,0.012333122444152833,0.030936602824849068
0,185000,5500,5235.5,7.5,7.815,0.012844266319274902,0.04928574149304561
0,185000,6000,5235.5,0.5,7.815,0.019061911964416502,0.13629711848267523
0,185000,6500,5235.5,0.5,7.815,0.02868972644805908,0.2163398261562117
0,190000,5000,5235.5,243.5,7.81,0.012569621849060058,-0.04602443831127929
0,190000,5100,5235.5,160.0,7.81,0.012691686058044434,-0.02622181101509957
0,190000,5200,5235.5,90.5,7.81,0.01226446132659912,-0.006803725157998089
0,190000,5300,5235.5,45.0,7.81,0.012386525535583497,0.012244469812696512
0,190000,5400,5235.5,18.0,7.81,0.012211058235168456,0.030936602824849068
0,190000,5500,5235.5,7.5,7.81,0.012844266319274902,0.04928574149304561
0,190000,6000,5235.5,0.5,7.81,0.019069540977478025,0.13629711848267523
0,190000,6500,5235.5,0.5,7.81,0.0286973554611206,0.2163398261562117
0,195000,5000,5229.5,238.0,7.805,0.012546734809875488,-0.044877758778085475
0,195000,5100,5229.5,155.0,7.805,0.0126153959274292,-0.025075131481905693
0,195000,5200,5229.5,87.0,7.805,0.01226446132659912,-0.0056570456248041575
0,195000,5300,5229.5,43.0,7.805,0.012424670600891113,0.013391149345890386
0,195000,5400,5229.5,17.0,7.805,0.01224157428741455,0.03208328235804278
0,195000,5500,5229.5,6.5,7.805,0.012630653953552246,0.05043242102623938
0,195000,6000,5229.5,0.5,7.805,0.019222121238708496,0.13744379801586923
0,195000,6500,5229.5,0.5,7.805,0.028849935722351068,0.21748650568940556
0,200000,5000,5230.5,239.0,7.8,0.012584879875183105,-0.045068963367578145
0,200000,5100,5230.5,156.0,7.8,0.012668799018859865,-0.025266336071398377
0,200000,5200,5230.5,88.0,7.8,0.012340751457214355,-0.005848250214296852
0,200000,5300,5230.5,43.0,7.8,0.012363638496398927,0.01319994475639768
0,200000,5400,5230.5,17.0,7.8,0.012195800209045411,0.03189207776855017
0,200000,5500,5230.5,6.5,7.8,0.01259250888824463,0.05024121643674665
0,200000,6000,5230.5,0.5,7.8,0.019199234199523928,0.13725259342637655
0,200000,6500,5230.5,0.5,7.8,0.028834677696228023,0.21729530109991294
0,205000,5000,5228.5,237.0,7.795,0.012516218757629394,-0.04468651762240607
0,205000,5100,5228.5,154.0,7.795,0.012569621849060058,-0.02488389032622631
0,205000,5200,5228.5,87.0,7.795,0.01237126750946045,-0.005465804469124676
0,205000,5300,5228.5,43.0,7.795,0.012493331718444823,0.013582390501569851
0,205000,5400,5228.5,16.5,7.795,0.012157655143737794,0.03227452351372234
0,205000,5500,5228.5,6.5,7.795,0.012676428031921387,0.05062366218191882
0,205000,6000,5228.5,0.5,7.795,0.01925263729095459,0.1376350391715485
0,205000,6500,5228.5,0.5,7.795,0.02888808078765869,0.21767774684508506
0,210000,4000,5231.5,1233.5,7.79,0.04194132213592528,-0.26840368271907433
0,210000,4500,5231.5,733.5,7.79,0.025264299583435058,-0.15062064706269088
0,210000,5000,5231.5,241.5,7.79,0.013210458946228028,-0.04526013140486456
0,210000,5100,5231.5,158.0,7.79,0.012958701515197756,-0.0254575041086848
0,210000,5200,5231.5,89.5,7.79,0.012516218757629394,-0.006039418251583283
