timestamp;product;bid_price_1;ask_price_1
5400;TOMATOES;4080.3468822502464;4090.3468822502464
5500;TOMATOES;4106.696310463918;4116.696310463918
5500;EMERALDS;9998.423496900443;10003.278379230273
5600;EMERALDS;9999.117886733451;10001.36532069482
5600;TOMATOES;4111.896772241653;4121.896772241653
5700;TOMATOES;4108.796717508483;4118.796717508483
5700;EMERALDS;9997.725757911136;10002.508396242683
5800;EMERALDS;9999.741812188473;10002.216116006264
5800;TOMATOES;4115.530801122811;4125.530801122811
5900;TOMATOES;4133.235678283722;4143.235678283722
5900;EMERALDS;9997.552499123807;10000.141387613876
6000;EMERALDS;9996.744572781654;10001.580683517846
6000;TOMATOES;4117.065765546347;4127.065765546347
6100;TOMATOES;4124.885666011545;4134.885666011545
6100;EMERALDS;9998.938163671273;10001.867671101563
6200;EMERALDS;9997.531653740441;10001.960429760305
6200;TOMATOES;4111.752570225375;4121.752570225375
6300;TOMATOES;4113.749309305843;4123.749309305843
6300;EMERALDS;9996.745279692886;10002.326003433387
6400;TOMATOES;4119.493078177603;4129.493078177603
6400;EMERALDS;9998.124823646385;9999.959676951272
6500;EMERALDS;9998.756502143053;10002.046255523142
6500;TOMATOES;4116.116640318372;4126.116640318372
6600;TOMATOES;4128.2573219492;4138.2573219492
6600;EMERALDS;9998.241439628842;10001.322324422672
6700;EMERALDS;9998.497425648924;10000.560560973261
6700;TOMATOES;4121.015228739367;4131.015228739367
6800;TOMATOES;4130.62376893639;4140.62376893639
6800;EMERALDS;10002.108692623806;10002.52429643001
6900;EMERALDS;9998.821120877312;10002.735279576065
6900;TOMATOES;4120.022505071631;4130.022505071631
7000;TOMATOES;4119.892138501726;4129.892138501726
7000;EMERALDS;9999.531760316317;10001.346749732207
7100;EMERALDS;9996.014154226208;10002.84245628157
7100;TOMATOES;4131.677725544336;4141.677725544336
7200;TOMATOES;4129.783874216711;4139.783874216711
7200;EMERALDS;9998.365053516442;10001.618483518236
7300;EMERALDS;9998.774082033404;10002.066489009147
7300;TOMATOES;4135.945436023365;4145.945436023365
7400;TOMATOES;4138.374001993271;4148.374001993271
7400;EMERALDS;9997.635520908387;10000.901261053004
7500;EMERALDS;9997.124020522335;10003.584487056396
7500;TOMATOES;4143.002526904224;4153.002526904224
7600;TOMATOES;4158.9901334117385;4168.9901334117385
7600;EMERALDS;9998.396520158687;9999.340550543617
7700;EMERALDS;9997.685382564345;10001.90854737711
7700;TOMATOES;4164.245715799565;4174.245715799565
7800;TOMATOES;4159.8292901693285;4169.8292901693285
7800;EMERALDS;9997.406244417118;10002.695119605047
7900;EMERALDS;9999.149500567719;9999.966533453877
7900;TOMATOES;4151.0012150045095;4161.0012150045095
8000;TOMATOES;4171.585679511387;4181.585679511387
8000;EMERALDS;9999.33556616834;10001.810530735287
8100;EMERALDS;9998.302629336178;10001.922781334648
8100;TOMATOES;4143.325252560439;4153.325252560439
8200;TOMATOES;4140.422926266487;4150.422926266487
8200;EMERALDS;9997.545772145284;10002.824703005437
8300;EMERALDS;9998.514370717465;10003.248212920596
8300;TOMATOES;4165.3564934415535;4175.3564934415535
8400;TOMATOES;4164.674905242873;4174.674905242873
8400;EMERALDS;9998.829458430613;10001.596107730662
8500;EMERALDS;9998.630621967277;10000.615481333463
8500;TOMATOES;4165.324252889485;4175.324252889485
8600;TOMATOES;4169.063028430499;4179.063028430499
8600;EMERALDS;9996.546635650344;10003.367235423928
8700;EMERALDS;9997.661982222644;10003.217885633056
8700;TOMATOES;4154.351973509528;4164.351973509528
8800;TOMATOES;4161.2107860725955;4171.2107860725955
8800;EMERALDS;9998.359133331795;10001.537994651846
8900;EMERALDS;9998.622220414469;10002.350888494087
8900;TOMATOES;4187.138326611625;4197.138326611625
9000;TOMATOES;4187.100030809744;4197.100030809744
9000;EMERALDS;9998.960781944843;10002.381866234127
9100;EMERALDS;9998.758370347166;10002.566275441442
9100;TOMATOES;4171.619586577285;4181.619586577285
9200;TOMATOES;4200.190155522077;4210.190155522077
9200;EMERALDS;9996.865681516969;10002.204207978913
9300;EMERALDS;9997.292579112436;10003.406696241662
9300;TOMATOES;4172.170824622416;4182.170824622416
9400;TOMATOES;4179.185173820158;4189.185173820158
9400;EMERALDS;9996.778570834904;10000.262040495616
9500;EMERALDS;9999.80447664158;10003.04082395339
9500;TOMATOES;4189.843512592491;4199.843512592491
9600;TOMATOES;4176.989394990145;4186.989394990145
9600;EMERALDS;9998.180409806911;10002.380471970215
9700;EMERALDS;9998.553164274157;10001.782864731254
9700;TOMATOES;4186.080290517678;4196.080290517678
9800;TOMATOES;4191.2490863275425;4201.2490863275425
9800;EMERALDS;9999.033029065928;10003.173531498494
9900;EMERALDS;9997.6709975653;9999.656396809
9900;TOMATOES;4191.046535988332;4201.046535988332
